Scattered-Aos-desktop,Pooled-Aos-desktop,Scattered-Mixed-desktop,Pooled-Mixed-desktop,Scattered-Soa-desktop,Pooled-Soa-desktop,Scattered-Aos-laptop,Pooled-Aos-laptop,Scattered-Mixed-laptop,Pooled-Mixed-laptop,Scattered-Soa-laptop,Pooled-Soa-laptop,Scattered-Aos-graphic,Pooled-Aos-graphic,Scattered-Mixed-graphic,Pooled-Mixed-graphic,Scattered-Soa-graphic,Pooled-Soa-graphic,Scattered-Aos-ray,Pooled-Aos-ray,Scattered-Mixed-ray,Pooled-Mixed-ray,Scattered-Soa-ray,Pooled-Soa-ray,Scattered-Aos-voxel,Pooled-Aos-voxel,Scattered-Mixed-voxel,Pooled-Mixed-voxel,Scattered-Soa-voxel,Pooled-Soa-voxel
1.45881e+08,1.41994e+08,1.13215e+08,1.08255e+08,1.57579e+08,1.43085e+08,1.68054e+08,1.66501e+08,1.34216e+08,1.32399e+08,1.70638e+08,1.60593e+08,1.65842e+08,1.63433e+08,1.28861e+08,1.27436e+08,1.55715e+08,1.56737e+08,1.23449e+08,1.22094e+08,9.51643e+07,9.3373e+07,1.12769e+08,1.14177e+08,1.49993e+08,1.56562e+08,1.19507e+08,1.17065e+08,1.47315e+08,1.51498e+08
1.45931e+08,1.41986e+08,1.18992e+08,1.08375e+08,1.5735e+08,1.43064e+08,1.6946e+08,1.66667e+08,1.39504e+08,1.32471e+08,1.70366e+08,1.62582e+08,1.66094e+08,1.63949e+08,1.29248e+08,1.27756e+08,1.57241e+08,1.5584e+08,1.23339e+08,1.21929e+08,9.49175e+07,9.34158e+07,1.13173e+08,1.14151e+08,1.50173e+08,1.49486e+08,1.19688e+08,1.16902e+08,1.47094e+08,1.51841e+08
1.46457e+08,1.50508e+08,1.1361e+08,1.08267e+08,1.57278e+08,1.42967e+08,1.69771e+08,1.72272e+08,1.34179e+08,1.32184e+08,1.70278e+08,1.60553e+08,1.66099e+08,1.64489e+08,1.28718e+08,1.28238e+08,1.60109e+08,1.57165e+08,1.23419e+08,1.22105e+08,9.57146e+07,9.33361e+07,1.13012e+08,1.16197e+08,1.50157e+08,1.49451e+08,1.1942e+08,1.1667e+08,1.46986e+08,1.51532e+08
1.46331e+08,1.5052e+08,1.13528e+08,1.08435e+08,1.57227e+08,1.43206e+08,1.6968e+08,1.72514e+08,1.35248e+08,1.32449e+08,1.69281e+08,1.6227e+08,1.66157e+08,1.63159e+08,1.29273e+08,1.2757e+08,1.55859e+08,1.57239e+08,1.23369e+08,1.21951e+08,9.57881e+07,9.32942e+07,1.12974e+08,1.15106e+08,1.49954e+08,1.49477e+08,1.19546e+08,1.16825e+08,1.49617e+08,1.51439e+08
1.46353e+08,1.50942e+08,1.18961e+08,1.08448e+08,1.51498e+08,1.42982e+08,1.68085e+08,1.76533e+08,1.40219e+08,1.32285e+08,1.65762e+08,1.61949e+08,1.66321e+08,1.63662e+08,1.29248e+08,1.27673e+08,1.5586e+08,1.5659e+08,1.23467e+08,1.21655e+08,9.49502e+07,9.33362e+07,1.13419e+08,1.15493e+08,1.49927e+08,1.49261e+08,1.19348e+08,1.16785e+08,1.4679e+08,1.48334e+08
1.46329e+08,1.50965e+08,1.1921e+08,1.08337e+08,1.57373e+08,1.42935e+08,1.69151e+08,1.76403e+08,1.39647e+08,1.31206e+08,1.70539e+08,1.60767e+08,1.66054e+08,1.64564e+08,1.29621e+08,1.27596e+08,1.56651e+08,1.55085e+08,1.23699e+08,1.21905e+08,9.573e+07,9.35713e+07,1.13309e+08,1.1215e+08,1.50089e+08,1.50085e+08,1.19476e+08,1.16874e+08,1.48807e+08,1.48175e+08
1.46382e+08,1.42165e+08,1.13478e+08,1.08641e+08,1.57053e+08,1.42955e+08,1.69593e+08,1.66512e+08,1.35176e+08,1.31161e+08,1.7042e+08,1.61903e+08,1.65768e+08,1.63295e+08,1.294e+08,1.28107e+08,1.55908e+08,1.57255e+08,1.23741e+08,1.2194e+08,9.59177e+07,9.36667e+07,1.12936e+08,1.12176e+08,1.50114e+08,1.49158e+08,1.19672e+08,1.16741e+08,1.52216e+08,1.47828e+08
1.46259e+08,1.42094e+08,1.13417e+08,1.08268e+08,1.57311e+08,1.42988e+08,1.68012e+08,1.66791e+08,1.35319e+08,1.31387e+08,1.70551e+08,1.61976e+08,1.65864e+08,1.63466e+08,1.29025e+08,1.28183e+08,1.56266e+08,1.56204e+08,1.2349e+08,1.21969e+08,9.51936e+07,9.33484e+07,1.12753e+08,1.12138e+08,1.49959e+08,1.5029e+08,1.19759e+08,1.16842e+08,1.46949e+08,1.51969e+08
1.46251e+08,1.41966e+08,1.13545e+08,1.08186e+08,1.57141e+08,1.42977e+08,1.68252e+08,1.65464e+08,1.35421e+08,1.32702e+08,1.69602e+08,1.60325e+08,1.67169e+08,1.63828e+08,1.29442e+08,1.27428e+08,1.56207e+08,1.55932e+08,1.23349e+08,1.22048e+08,9.57202e+07,9.33815e+07,1.1262e+08,1.12088e+08,1.49903e+08,1.5003e+08,1.19857e+08,1.1679e+08,1.46319e+08,1.53413e+08
1.46444e+08,1.41872e+08,1.19133e+08,1.08442e+08,1.56853e+08,1.42941e+08,1.69393e+08,1.65301e+08,1.3974e+08,1.3255e+08,1.70828e+08,1.6144e+08,1.66499e+08,1.6388e+08,1.29626e+08,1.27316e+08,1.55901e+08,1.5759e+08,1.23408e+08,1.21865e+08,9.5049e+07,9.32466e+07,1.12887e+08,1.12665e+08,1.50221e+08,1.49402e+08,1.19316e+08,1.17455e+08,1.47263e+08,1.51734e+08
1.46359e+08,1.41981e+08,1.19044e+08,1.08484e+08,1.57674e+08,1.4301e+08,1.69524e+08,1.66743e+08,1.39894e+08,1.31291e+08,1.74194e+08,1.60768e+08,1.65847e+08,1.6413e+08,1.29014e+08,1.2747e+08,1.56063e+08,1.55686e+08,1.23435e+08,1.2177e+08,9.51169e+07,9.35519e+07,1.12642e+08,1.1234e+08,1.51178e+08,1.56647e+08,1.19485e+08,1.16767e+08,1.47088e+08,1.54445e+08
1.46268e+08,1.41954e+08,1.13538e+08,1.08363e+08,1.57746e+08,1.42879e+08,1.68013e+08,1.66631e+08,1.34438e+08,1.32387e+08,1.74949e+08,1.62068e+08,1.65584e+08,1.63572e+08,1.28996e+08,1.27358e+08,1.56338e+08,1.55826e+08,1.23358e+08,1.21913e+08,9.56432e+07,9.34031e+07,1.12738e+08,1.12246e+08,1.51289e+08,1.49499e+08,1.19455e+08,1.16752e+08,1.47389e+08,1.51378e+08
1.4644e+08,1.42043e+08,1.18918e+08,1.08208e+08,1.5078e+08,1.42937e+08,1.70657e+08,1.66522e+08,1.38445e+08,1.32436e+08,1.63883e+08,1.62209e+08,1.66116e+08,1.63368e+08,1.28805e+08,1.27791e+08,1.56064e+08,1.55508e+08,1.23548e+08,1.22447e+08,9.49789e+07,9.38034e+07,1.1331e+08,1.1214e+08,1.51385e+08,1.49414e+08,1.19822e+08,1.1743e+08,1.48416e+08,1.51763e+08
1.46246e+08,1.4199e+08,1.19549e+08,1.08377e+08,1.5081e+08,1.42898e+08,1.6987e+08,1.66658e+08,1.43383e+08,1.31642e+08,1.65089e+08,1.62072e+08,1.66922e+08,1.63615e+08,1.29144e+08,1.27329e+08,1.55802e+08,1.558e+08,1.23575e+08,1.21763e+08,9.51471e+07,9.33067e+07,1.12752e+08,1.12059e+08,1.51363e+08,1.49408e+08,1.19859e+08,1.16946e+08,1.47473e+08,1.50978e+08
1.4641e+08,1.42076e+08,1.19569e+08,1.08126e+08,1.50699e+08,1.42954e+08,1.70625e+08,1.66681e+08,1.43484e+08,1.3274e+08,1.63837e+08,1.62286e+08,1.67073e+08,1.6341e+08,1.29062e+08,1.27594e+08,1.56265e+08,1.56137e+08,1.23856e+08,1.22058e+08,9.53941e+07,9.3411e+07,1.12826e+08,1.12333e+08,1.51591e+08,1.49409e+08,1.1966e+08,1.16853e+08,1.47875e+08,1.49561e+08
1.46436e+08,1.42045e+08,1.13548e+08,1.08411e+08,1.50843e+08,1.42907e+08,1.69943e+08,1.66588e+08,1.34392e+08,1.32524e+08,1.64383e+08,1.62172e+08,1.65587e+08,1.6375e+08,1.29272e+08,1.27273e+08,1.56552e+08,1.55845e+08,1.23595e+08,1.21965e+08,9.51012e+07,9.33255e+07,1.12894e+08,1.12468e+08,1.58625e+08,1.4917e+08,1.19745e+08,1.16928e+08,1.47854e+08,1.49806e+08
1.4634e+08,1.4208e+08,1.13247e+08,1.08276e+08,1.5098e+08,1.42995e+08,1.68145e+08,1.66586e+08,1.34139e+08,1.31284e+08,1.65044e+08,1.61976e+08,1.65842e+08,1.63623e+08,1.29219e+08,1.2736e+08,1.5629e+08,1.55539e+08,1.23544e+08,1.22152e+08,9.50023e+07,9.32964e+07,1.12754e+08,1.12005e+08,1.51383e+08,1.56505e+08,1.19215e+08,1.16884e+08,1.472e+08,1.48863e+08
1.46452e+08,1.41996e+08,1.12985e+08,1.08361e+08,1.50953e+08,1.42994e+08,1.69606e+08,1.65376e+08,1.35213e+08,1.3159e+08,1.64793e+08,1.61963e+08,1.6603e+08,1.63791e+08,1.28668e+08,1.27339e+08,1.56523e+08,1.56053e+08,1.2346e+08,1.22326e+08,9.59953e+07,9.35682e+07,1.13243e+08,1.12195e+08,1.5204e+08,1.49929e+08,1.19438e+08,1.1689e+08,1.48005e+08,1.48728e+08
1.46265e+08,1.41899e+08,1.13002e+08,1.08329e+08,1.51338e+08,1.42907e+08,1.69659e+08,1.65061e+08,1.33975e+08,1.31308e+08,1.65137e+08,1.62095e+08,1.65829e+08,1.63616e+08,1.28597e+08,1.27584e+08,1.55918e+08,1.56458e+08,1.23414e+08,1.21674e+08,9.48044e+07,9.35149e+07,1.13322e+08,1.12342e+08,1.51566e+08,1.49505e+08,1.18316e+08,1.16796e+08,1.47102e+08,1.49172e+08
1.46199e+08,1.42027e+08,1.13136e+08,1.08292e+08,1.51209e+08,1.43027e+08,1.69592e+08,1.65108e+08,1.34457e+08,1.32457e+08,1.64e+08,1.60502e+08,1.65939e+08,1.63904e+08,1.28805e+08,1.27345e+08,1.55802e+08,1.56526e+08,1.23406e+08,1.21821e+08,9.55726e+07,9.33149e+07,1.12857e+08,1.12022e+08,1.51691e+08,1.49486e+08,1.18605e+08,1.16731e+08,1.47317e+08,1.4905e+08
1.46409e+08,1.42177e+08,1.13167e+08,1.08293e+08,1.50928e+08,1.42945e+08,1.69637e+08,1.65126e+08,1.34043e+08,1.32238e+08,1.65735e+08,1.60496e+08,1.74403e+08,1.64964e+08,1.28996e+08,1.27398e+08,1.56084e+08,1.56125e+08,1.23269e+08,1.21811e+08,9.58749e+07,9.33907e+07,1.12728e+08,1.12548e+08,1.51916e+08,1.49245e+08,1.18185e+08,1.17017e+08,1.47115e+08,1.48869e+08
1.46366e+08,1.42413e+08,1.1316e+08,1.08125e+08,1.50867e+08,1.42939e+08,1.68039e+08,1.65247e+08,1.3537e+08,1.32399e+08,1.65664e+08,1.60608e+08,1.66289e+08,1.63202e+08,1.29153e+08,1.27425e+08,1.56033e+08,1.55354e+08,1.23503e+08,1.22032e+08,9.5921e+07,9.38387e+07,1.1323e+08,1.12185e+08,1.51518e+08,1.49165e+08,1.182e+08,1.16844e+08,1.49973e+08,1.62664e+08
1.46227e+08,1.4246e+08,1.13146e+08,1.14319e+08,1.50906e+08,1.429e+08,1.69334e+08,1.64972e+08,1.34889e+08,1.37089e+08,1.67181e+08,1.61832e+08,1.66385e+08,1.63433e+08,1.29429e+08,1.27328e+08,1.57089e+08,1.56631e+08,1.23329e+08,1.21949e+08,9.49659e+07,9.33374e+07,1.13283e+08,1.12146e+08,1.52366e+08,1.49665e+08,1.18274e+08,1.17472e+08,1.54803e+08,1.491e+08
1.46247e+08,1.42342e+08,1.13191e+08,1.1427e+08,1.50846e+08,1.42973e+08,1.69217e+08,1.65223e+08,1.35227e+08,1.36909e+08,2.19874e+08,1.61925e+08,1.6713e+08,1.63794e+08,1.28766e+08,1.27486e+08,1.56077e+08,1.6543e+08,1.23369e+08,1.21976e+08,9.57861e+07,9.36613e+07,1.13148e+08,1.12128e+08,1.5144e+08,1.49686e+08,1.20019e+08,1.16888e+08,1.59137e+08,1.48601e+08
1.4638e+08,1.42291e+08,1.1316e+08,1.14518e+08,1.50832e+08,1.43013e+08,1.68078e+08,1.65182e+08,1.35474e+08,1.36042e+08,1.67536e+08,1.62159e+08,1.6606e+08,1.6346e+08,1.29344e+08,1.27488e+08,1.55797e+08,1.56013e+08,1.23908e+08,1.21974e+08,9.51614e+07,9.34261e+07,1.13005e+08,1.12657e+08,1.51445e+08,1.49657e+08,1.18425e+08,1.16953e+08,1.58295e+08,1.4958e+08
1.46277e+08,1.42199e+08,1.1306e+08,1.14845e+08,1.50775e+08,1.42961e+08,1.69289e+08,1.65614e+08,1.35284e+08,1.40804e+08,1.83171e+08,1.60608e+08,1.66356e+08,1.63765e+08,1.29535e+08,1.27687e+08,1.55819e+08,1.55963e+08,1.23403e+08,1.21577e+08,9.49915e+07,9.34364e+07,1.13026e+08,1.13085e+08,1.51461e+08,1.49403e+08,1.18222e+08,1.16725e+08,1.5024e+08,1.49087e+08
1.46428e+08,1.43119e+08,1.13076e+08,1.14416e+08,1.50941e+08,1.42997e+08,1.69157e+08,1.65237e+08,1.35315e+08,1.39999e+08,1.6945e+08,1.61598e+08,1.6599e+08,1.64884e+08,1.29061e+08,1.27173e+08,1.5623e+08,1.65366e+08,1.23362e+08,1.21774e+08,9.57144e+07,9.33577e+07,1.13072e+08,1.12239e+08,1.51347e+08,1.49717e+08,1.18213e+08,1.16911e+08,1.5436e+08,1.48603e+08
1.46489e+08,1.42013e+08,1.13007e+08,1.07784e+08,1.50749e+08,1.42911e+08,1.6801e+08,1.67744e+08,1.34302e+08,1.32507e+08,2.14692e+08,1.61952e+08,1.65975e+08,1.64567e+08,1.29276e+08,1.27595e+08,1.56503e+08,1.56149e+08,1.23779e+08,1.21548e+08,9.59253e+07,9.3699e+07,1.12964e+08,1.12225e+08,1.52021e+08,1.49836e+08,1.18297e+08,1.16892e+08,1.52126e+08,1.48709e+08
1.46409e+08,1.41975e+08,1.13164e+08,1.07704e+08,1.50811e+08,1.42974e+08,1.68978e+08,1.6632e+08,1.35136e+08,1.31285e+08,2.17405e+08,1.60514e+08,1.66209e+08,1.65306e+08,1.29281e+08,1.2744e+08,1.55679e+08,1.57003e+08,1.2338e+08,1.21861e+08,9.49448e+07,9.53249e+07,1.12744e+08,1.12211e+08,1.51549e+08,1.49871e+08,1.18576e+08,1.16785e+08,1.5011e+08,1.61095e+08
1.46403e+08,1.42113e+08,1.1258e+08,1.08412e+08,1.51109e+08,1.42984e+08,1.69308e+08,1.66972e+08,1.35001e+08,1.31342e+08,1.91946e+08,1.60587e+08,1.65983e+08,1.63955e+08,1.28966e+08,1.27321e+08,1.55831e+08,1.64917e+08,1.23972e+08,1.2197e+08,9.49653e+07,9.3408e+07,1.13294e+08,1.12144e+08,1.51877e+08,1.50087e+08,1.18385e+08,1.16823e+08,1.49659e+08,1.52353e+08
1.4645e+08,1.42103e+08,1.13259e+08,1.08485e+08,1.50827e+08,1.42906e+08,1.6937e+08,1.66991e+08,1.3538e+08,1.3138e+08,1.6478e+08,1.60486e+08,1.66061e+08,1.63554e+08,1.28877e+08,1.27353e+08,1.56083e+08,1.65048e+08,1.29966e+08,1.22076e+08,9.56215e+07,9.34464e+07,1.1283e+08,1.1221e+08,1.51668e+08,1.49744e+08,1.18296e+08,1.16984e+08,1.48652e+08,1.54413e+08
1.46457e+08,1.42129e+08,1.13191e+08,1.08598e+08,1.50935e+08,1.43009e+08,1.69574e+08,1.66832e+08,1.35112e+08,1.32428e+08,1.63924e+08,1.62318e+08,1.65988e+08,1.64123e+08,1.28889e+08,1.27339e+08,1.55806e+08,1.56191e+08,1.23379e+08,1.22049e+08,9.57524e+07,9.34088e+07,1.12732e+08,1.12207e+08,1.51319e+08,1.56665e+08,1.18228e+08,1.17032e+08,1.52359e+08,1.47121e+08
1.46337e+08,1.42081e+08,1.13165e+08,1.08148e+08,1.50785e+08,1.42987e+08,1.68248e+08,1.67336e+08,1.3414e+08,1.33103e+08,1.65219e+08,1.61922e+08,1.6616e+08,1.63905e+08,1.28608e+08,1.27589e+08,1.55947e+08,1.55781e+08,1.23883e+08,1.22728e+08,9.50294e+07,9.35549e+07,1.13064e+08,1.12027e+08,1.51356e+08,1.49808e+08,1.18094e+08,1.16899e+08,1.48187e+08,1.51453e+08
1.46461e+08,1.42108e+08,1.13136e+08,1.085e+08,1.50729e+08,1.43036e+08,1.6982e+08,1.66605e+08,1.35163e+08,1.32522e+08,1.65315e+08,1.60363e+08,1.66306e+08,1.63427e+08,1.28947e+08,1.27432e+08,1.56504e+08,1.55356e+08,1.23278e+08,1.21646e+08,9.59028e+07,9.33836e+07,1.1285e+08,1.12113e+08,1.51301e+08,1.49374e+08,1.18422e+08,1.16639e+08,1.48172e+08,1.47411e+08
1.46356e+08,1.42197e+08,1.13156e+08,1.081e+08,1.50825e+08,1.4305e+08,1.69587e+08,1.66745e+08,1.34982e+08,1.32295e+08,1.65427e+08,1.62061e+08,1.65971e+08,1.63445e+08,1.28793e+08,1.27687e+08,1.55824e+08,1.56922e+08,1.23404e+08,1.22251e+08,9.5892e+07,9.33536e+07,1.1334e+08,1.12319e+08,1.5163e+08,1.50048e+08,1.18365e+08,1.16645e+08,1.4795e+08,1.46784e+08
1.46427e+08,1.42298e+08,1.13036e+08,1.08175e+08,1.51039e+08,1.43117e+08,1.69402e+08,1.65153e+08,1.34834e+08,1.32599e+08,1.6558e+08,1.62413e+08,1.66161e+08,1.63567e+08,1.29485e+08,1.27537e+08,1.56063e+08,1.56186e+08,1.23798e+08,1.21868e+08,9.60341e+07,9.35568e+07,1.12891e+08,1.12251e+08,1.515e+08,1.50051e+08,1.18238e+08,1.17047e+08,1.53515e+08,1.59315e+08
1.46243e+08,1.42149e+08,1.1322e+08,1.08136e+08,1.50835e+08,1.43159e+08,1.6807e+08,1.65057e+08,1.35077e+08,1.32679e+08,1.63988e+08,1.61313e+08,1.66189e+08,1.64293e+08,1.29656e+08,1.2759e+08,1.55961e+08,1.56893e+08,1.23818e+08,1.2215e+08,9.49084e+07,9.344e+07,1.12628e+08,1.12096e+08,1.51533e+08,1.50076e+08,1.1863e+08,1.19363e+08,1.67765e+08,1.63151e+08
1.46159e+08,1.42143e+08,1.13132e+08,1.0826e+08,1.50879e+08,1.43045e+08,1.70218e+08,1.6656e+08,1.35239e+08,1.32576e+08,1.65466e+08,1.61987e+08,1.65947e+08,1.63211e+08,1.30363e+08,1.27333e+08,1.55787e+08,1.55662e+08,1.23719e+08,1.21749e+08,9.56532e+07,9.34462e+07,1.12923e+08,1.12718e+08,1.5851e+08,1.50753e+08,1.1822e+08,1.16783e+08,1.61426e+08,1.51827e+08
1.46267e+08,1.42171e+08,1.13201e+08,1.08178e+08,1.509e+08,1.43119e+08,1.69575e+08,1.6656e+08,1.34886e+08,1.33291e+08,1.66599e+08,1.60517e+08,1.65954e+08,1.63439e+08,1.29059e+08,1.27614e+08,1.5624e+08,1.55314e+08,1.23365e+08,1.21721e+08,9.79298e+07,9.34915e+07,1.12749e+08,1.12237e+08,1.51945e+08,1.50145e+08,1.1888e+08,1.16785e+08,1.50315e+08,1.48506e+08
1.46404e+08,1.42131e+08,1.13147e+08,1.08257e+08,1.50743e+08,1.43084e+08,1.6846e+08,1.66468e+08,1.35095e+08,1.32313e+08,1.69022e+08,1.62582e+08,1.66952e+08,1.63722e+08,1.29495e+08,1.27313e+08,1.56243e+08,1.55632e+08,1.23439e+08,1.21982e+08,9.56497e+07,9.33823e+07,1.13756e+08,1.12099e+08,1.51939e+08,1.50544e+08,1.18628e+08,1.16771e+08,1.49914e+08,1.60394e+08
1.46376e+08,1.4204e+08,1.13195e+08,1.08274e+08,1.50778e+08,1.43185e+08,1.68179e+08,1.66576e+08,1.34941e+08,1.31239e+08,1.65168e+08,1.60489e+08,1.65802e+08,1.63491e+08,1.29133e+08,1.27441e+08,1.56099e+08,1.55618e+08,1.30092e+08,1.22009e+08,9.58139e+07,9.33169e+07,1.12736e+08,1.12326e+08,1.51348e+08,1.49983e+08,1.18702e+08,1.16714e+08,1.49107e+08,1.48853e+08
1.46417e+08,1.42113e+08,1.13091e+08,1.08308e+08,1.50846e+08,1.43018e+08,1.69277e+08,1.66985e+08,1.35214e+08,1.31293e+08,1.63843e+08,1.6177e+08,1.65677e+08,1.63444e+08,1.29154e+08,1.27349e+08,1.56103e+08,1.56131e+08,1.23334e+08,1.21812e+08,9.49397e+07,9.34614e+07,1.12748e+08,1.12207e+08,1.51471e+08,1.50095e+08,1.19127e+08,1.16827e+08,1.49751e+08,1.50158e+08
1.4654e+08,1.4218e+08,1.13119e+08,1.08111e+08,1.50881e+08,1.42864e+08,1.69638e+08,1.66379e+08,1.34222e+08,1.31299e+08,1.65198e+08,1.61885e+08,1.65712e+08,1.63625e+08,1.29422e+08,1.27298e+08,1.55941e+08,1.55787e+08,1.23415e+08,1.21833e+08,9.57933e+07,9.36696e+07,1.13045e+08,1.12503e+08,1.52166e+08,1.50016e+08,1.19653e+08,1.16801e+08,1.52075e+08,1.52636e+08
1.46445e+08,1.42159e+08,1.13037e+08,1.08187e+08,1.50857e+08,1.42982e+08,1.68067e+08,1.66665e+08,1.35161e+08,1.32454e+08,1.65228e+08,1.61844e+08,1.6589e+08,1.64198e+08,1.2974e+08,1.27387e+08,1.56057e+08,1.55968e+08,1.23429e+08,1.22059e+08,9.48922e+07,9.3771e+07,1.1308e+08,1.12246e+08,1.5156e+08,1.48766e+08,1.19681e+08,1.17039e+08,1.65527e+08,1.48449e+08
1.46604e+08,1.42204e+08,1.13044e+08,1.08411e+08,1.50799e+08,1.43208e+08,1.69878e+08,1.6578e+08,1.33867e+08,1.33397e+08,1.70464e+08,1.60511e+08,1.65952e+08,1.63505e+08,1.29028e+08,1.27556e+08,1.55889e+08,1.64101e+08,1.2348e+08,1.22722e+08,9.52165e+07,9.34256e+07,1.1397e+08,1.12051e+08,1.5141e+08,1.49425e+08,1.19094e+08,1.16881e+08,1.54916e+08,1.52332e+08
1.46432e+08,1.42307e+08,1.12967e+08,1.07959e+08,1.50874e+08,1.43242e+08,1.69913e+08,1.65295e+08,1.339e+08,1.31158e+08,1.65012e+08,1.62168e+08,1.66059e+08,1.63763e+08,1.2953e+08,1.28281e+08,1.56422e+08,1.57623e+08,1.23304e+08,1.21728e+08,9.50037e+07,9.34395e+07,1.12751e+08,1.12135e+08,1.51433e+08,1.48683e+08,1.18036e+08,1.1704e+08,1.60036e+08,1.48427e+08
1.46386e+08,1.42187e+08,1.13146e+08,1.08237e+08,1.50919e+08,1.4318e+08,1.69548e+08,1.65415e+08,1.35056e+08,1.32406e+08,1.63793e+08,1.62122e+08,1.66066e+08,1.63684e+08,1.29453e+08,1.28048e+08,1.55936e+08,1.56818e+08,1.23323e+08,1.21955e+08,9.56845e+07,9.37772e+07,1.12732e+08,1.12315e+08,1.51567e+08,1.48919e+08,1.18359e+08,1.16576e+08,1.53044e+08,1.52525e+08
1.46436e+08,1.42065e+08,1.13112e+08,1.08154e+08,1.50848e+08,1.43096e+08,1.69482e+08,1.66662e+08,1.34041e+08,1.32454e+08,1.65107e+08,1.60511e+08,1.6608e+08,1.63716e+08,1.29005e+08,1.2821e+08,1.55887e+08,1.57163e+08,1.23391e+08,1.22391e+08,9.4929e+07,9.3325e+07,1.12911e+08,1.12125e+08,1.51346e+08,1.4871e+08,1.18479e+08,1.1672e+08,1.53981e+08,1.53347e+08
1.46605e+08,1.41952e+08,1.1323e+08,1.08079e+08,1.50869e+08,1.43067e+08,1.68137e+08,1.66648e+08,1.35462e+08,1.31196e+08,1.63828e+08,1.60395e+08,1.66121e+08,1.64056e+08,1.28803e+08,1.2762e+08,1.5606e+08,1.56403e+08,1.2351e+08,1.22053e+08,9.59365e+07,9.35224e+07,1.1368e+08,1.1206e+08,1.51511e+08,1.49968e+08,1.18441e+08,1.16809e+08,1.49648e+08,1.51258e+08
1.46688e+08,1.42198e+08,1.13091e+08,1.08411e+08,1.50925e+08,1.43076e+08,1.69476e+08,1.665e+08,1.34961e+08,1.32457e+08,1.65004e+08,1.60415e+08,1.66227e+08,1.64018e+08,1.28856e+08,1.2762e+08,1.59627e+08,1.56093e+08,1.23424e+08,1.21846e+08,9.5167e+07,9.3528e+07,1.12796e+08,1.12067e+08,1.51326e+08,1.49495e+08,1.18605e+08,1.17001e+08,1.66214e+08,1.52484e+08
