"337,078";"314,962";"598,371";"445,346";"418,344";"303,906";"246,892";"196,22";"399,096";"273,617"
"358,872";"334,524";"621,165";"567,881";"445,798";"319,758";"262,575";"207,906";"444,864";"289,707"
"244,065";"230,848";"401,31";"295,472";"300,205";"219,257";"177,892";"143,711";"294,043";"220,472"
"326,37";"305,399";"548,996";"439,484";"404,405";"293,122";"234,71";"190,14";"383,034";"264,132"
"358,674";"334,256";"624,509";"579,639";"446,436";"321,992";"263,329";"208,462";"423,497";"286,305"
"307,778";"289,026";"511,566";"389,276";"383,57";"280,703";"223,938";"181,934";"366,134";"252,804"
"430,833";"397,789";"792,617";"564,585";"529,634";"381,414";"312,159";"246,712";"501,833";"342,337"
"420,602";"388,894";"830,27";"539,344";"521,447";"372,164";"306,412";"241,811";"491,104";"335,43"
"495,518";"453,054";"985,575";"674,413";"596,204";"431,791";"359,78";"281,094";"569,066";"387,776"
"378,621";"352,134";"692,71";"524,899";"466,867";"338,52";"272,992";"217,962";"444,747";"301,981"
"388,505";"361,633";"679,036";"509,311";"479,012";"346,575";"280,128";"224,445";"454,613";"307,748"
"404,623";"375,359";"744,831";"524,461";"500,042";"360,241";"295,959";"233,77";"473,358";"324,006"
"445,824";"410,284";"895,889";"587,256";"541,713";"393,556";"322,338";"256,26";"518,243";"355,66"
"361,022";"336,871";"681,434";"477,374";"445,567";"323,727";"262,944";"209,643";"424,846";"289,63"
"343,399";"320,89";"591,864";"432,882";"425,872";"308,818";"249,391";"202,372";"404,657";"276,814"
"438,13";"403,871";"878,737";"559,526";"533,463";"389,02";"318,847";"253,325";"509,633";"348,963"
"410,478";"379,248";"796,392";"529,156";"502,271";"366,163";"295,24";"237,248";"479,586";"327,656"
"353,513";"330,011";"629,221";"445,303";"442,315";"318,983";"255,682";"206,011";"417,119";"281,393"
"374,968";"348,928";"677,314";"485,131";"467,584";"336,085";"272,269";"220,344";"439,299";"298,933"
"395,128";"366,936";"759,89";"503,259";"482,17";"351,435";"286,61";"232,169";"472,154";"312,692"
"346,573";"324,081";"614,632";"448,382";"424,756";"315,715";"250,639";"201,907";"409,993";"278,097"
