desktop-one,desktop-many,laptop-one,laptop-many,graphic-one,graphic-many,ray-one,ray-many,voxel-one,voxel-many
8784.28,7628.91,13379.4,11010.6,16271.9,10479.8,9380.24,7065.25,9734.47,8225.97
9242.74,8476.14,14183.6,12076.5,17368,11657.1,9075.18,8149.86,10192.2,9090.44
9112.33,8241.06,13976.2,11810.6,17632,11403.4,9006.12,7209.81,11973.3,8903.73
9834.59,8085.48,14508.1,12230.2,17508.9,11696.1,9585.7,7129.22,11473.8,9260.32
8881.27,7767.72,13862,11149,17907.8,10651.4,8683.86,6829.68,9913.39,8356.01
9070.82,7891.84,13717.2,11401,17272,10876.1,9371.11,7454.31,10787.5,8497.77
8984.88,8068.78,13792.4,11618.1,16803.1,11152.3,8906.21,7079.25,9971.16,8683.1
8994.99,7632.41,13353.6,11048.9,15889.7,10839.3,9058.22,6655.44,9944.8,8209.08
9336.48,8293.07,14522.9,11987.1,17131,11522.2,10240.4,7333.66,11891.8,9138.95
9153.48,7918.12,13905.8,11386.1,17893,11169.7,9254.05,6957.93,11749.7,10046.7
9281.67,8445.22,14363.7,12308.5,16943.1,11915.5,9946.75,7379.64,11244.7,9123.71
9141.41,8241.56,14057.6,11829.1,17557,11626.5,8764.82,7825,10646,9137.06
9336.57,8206.15,13884.7,11690.6,17154.9,11970.1,8902.15,7398.55,10648.3,8928.32
9033.89,7915.69,13704.7,11350.8,16755.6,10868,8861.83,6901.24,9961.2,8619.99
9324.31,8072.6,14425.4,12201.2,17606.1,11761.8,8871.42,7337.63,11307.1,9300.5
9599.96,8917.14,15439.8,12828.6,17209.7,12514.9,9716.56,7815.96,11877.1,9902.74
9198.91,8284.55,14456,11949.4,17354.4,11473.4,10413.2,8009.82,11318.9,9027.57
9335.24,8036.46,15008.4,12178.9,16520,11633.4,9737.69,7105.36,10692.5,11694.9
9479.79,8052.54,15221.8,12270,17966,11760.1,9729.83,7113.23,10712.1,9322.96
8834.24,7320.29,13570.9,11106.1,16664.5,10656.4,8578.1,6519.67,11014.2,8401.7
8928.65,7828.31,13740.3,11257,16799.8,10762.7,8636.6,7259.42,10735.2,11145.4
9232.47,8274.76,14142.8,11810.3,17230.7,11438.1,8807.83,7436.19,10894.4,8930.82
9152.4,7748.35,14142.6,11858,17063.9,11280.5,8755.9,6949.39,11590.3,8863.02
8745.13,7558.95,13287.4,10803.6,16546.9,10407.6,8744,6619.05,10524.5,9176.77
9272.2,8524.06,14323.3,12282.4,17223.6,11766.7,11272.2,7478.25,11106.6,9176.56
8841.8,7743.54,13462.3,11113.4,16606.8,10602.6,8698.98,6773.03,17930.5,8363.57
8985.01,7639.18,13489.7,10981.7,16522.9,10564.6,8639.45,7210.69,10219.2,8252.42
9028.48,8009.89,13837,11513.6,17162.2,11004.6,8808.79,7015.22,10535.5,8634.49
9118.67,8094.27,14035,11600.3,16910.8,11272.3,8774.34,7154.59,9824.24,8732.3
9122.95,8012.04,13881.8,11486.8,16973.7,11106.3,8686.11,7021.76,11383.3,8609.2
9189.16,8263.28,14127.1,11797.7,17087.1,11387.8,8918.32,7226.27,10071.8,8877.91
9091.54,7703.49,13960.4,11659.9,17369.1,11151.4,9056.17,6810.14,11317.4,10045.6
8910.25,7779.76,13606.3,11106.5,16655.7,10715.6,8720.31,7495.13,9913.35,8363.2
9109.91,8120.81,13991.6,11656.4,17705.8,11197.6,10670.3,7101.58,11016.2,8735.41
9425.51,8159.09,14643.5,12576.7,18490.4,11880.3,9522.26,7198.13,11383.1,9333.98
9106.89,7919.38,13870.9,11339.6,17081.6,10904.9,8628.48,6958.37,9799.06,8525.46
9543.96,8510.67,15299.5,12350.6,17155,11875.2,9636.79,8288.24,12347.3,9277.55
9335.03,7955.96,14352.1,12077.1,17833.6,11655.2,8846.21,7140.16,11443.6,9105.47
9258.88,7816.28,14265.1,11849.1,18288.8,11453.5,9498.85,6920.48,10242.9,8950.2
9338.6,8555.39,14437.8,12184.1,18313.9,11700.6,8984.95,7500.34,11720.2,12233.6
9286.43,8027.85,14945.1,12204.1,16464.8,11609.6,9556.07,7086.08,11057.7,13462.8
9895.35,7629.07,13902.9,11577.9,17084.2,11092.7,9583.19,6778.47,11063.2,8722.88
9367.91,8086.87,14521,12327,18277.9,11762.5,9575.24,7133.68,12258.3,9205.76
9308.76,8022.38,14429.7,12321.5,17391.7,11678.6,8926.72,7079.71,10081.7,13447.1
9611.75,8411.14,15511.8,12766.1,16918.7,12286.4,9919.28,7599.55,11174.2,11250.4
9301.23,8573.6,14365.9,12376.8,16521.7,11728.7,11195.5,7505.6,11315.3,13555
9326.71,8505.91,14367.5,12218.4,17529.6,11737.7,8974.32,7420.27,10239.4,11747.8
8931.99,7998.43,14339.5,11478.4,17028.2,11057.9,9490.62,6982.76,10432.5,8605.71
9293.61,8022.23,15373.4,12119.5,17776.2,11629.8,10613.7,7070.11,10711.8,9138.91
9080.11,7574.53,14314,11469.6,17540.5,10987.5,9277.68,6666.63,11461.2,12688.2
9160.37,8294.88,14057.1,11815.8,17844.9,11415.9,8833.13,7662.27,10302.7,11065.2
9286.43,8323.91,14258.2,11988.5,17723.3,11422.2,8954.83,8153.05,11518.4,9598.9
9170.17,8238.57,14094.3,11767.5,17131.8,11330.1,8786.55,7191.39,10938.8,8889.72
9212.52,8299.32,14525.7,11908.8,17288.4,11463.6,8982.66,7250.39,10678.2,8919.96
8926.02,7784.06,13732.6,11162.6,16463.8,10677.8,8575,6822.26,9887.05,8407.35
9272.58,7844.84,14915.3,11864.7,16994.5,11496,10222.2,6922.95,10970.1,8964.59
9662.31,9017.27,16164.1,12886.3,16485.3,12394.7,10427,7883.75,11431.7,9714.69
9362.57,8379.73,14235.4,11998.5,17271.9,11577.9,8953.87,7447.7,10239.4,13288.8
10176.4,7735.18,14353.9,11832.9,17134.2,11284.1,9582.41,6841.64,11076.5,12931.4
9146.9,8129.29,13959.3,11604.5,16951.7,11191.2,8902.92,7793.98,10060.8,8769.65
9028.83,7555.74,13949.1,11469.7,17619.4,10905.1,8484.5,7283.95,12068.2,8625.21
8902.16,7855.07,13752.5,11300.2,17024,10858,8643.7,6920.86,10131,8487.96
9271.39,8323.46,14242.3,11906.5,18016.5,11442,8886.01,7274.01,11484.9,8950.76
9264.15,8028.88,14972.5,12188.2,16560.1,11688.5,9622.58,7072.87,11272.9,9173.29
9125.66,8272.89,14053.4,11850,17529.8,11403.6,8786.43,7249.06,12531.2,10463.3
9330.64,8510.38,15068.8,12296.2,16659.5,11763.3,10636.5,7854.23,11860.2,9139.85
8998.46,7919.6,13962.8,11309.2,16514.1,10925.3,9472.72,6907.12,11035.3,12565.7
9564.45,8234.3,14602.8,12571,18395,11889.8,10206.1,7285.84,11788.9,13131.7
